"alpha","speed","intensity","duration","dee","displacement","neighbours","fd","width","condition","dataid"
0.864143843830568,1.17410212680864,105.926229508197,0.900527983903884,0.0388753272032568,0.0465603525919809,3.66181400707889,1.67647525758847,0.389193302375065,"ATG9A","ATG9A_1"
0.910485419065844,1.62285470564268,107.172131147541,0.780457586050034,0.0628126905704539,0.0694591407537622,5,1.63026428923312,0.485997639885113,"ATG9A","ATG9A_2"
0.907182113750181,1.57859359545585,111.049180327869,0.840492784976959,0.063052370988716,0.065675843647927,9,1.62860308853081,0.507272494681965,"ATG9A","ATG9A_3"
0.970439459054848,1.77841867567952,107.983606557377,0.720422387123108,0.083376033911065,0.0772907939819697,5.1806563373127,1.56922044008995,0.535027383889827,"ATG9A","ATG9A_4"
0.824984123599976,1.10534786926769,106.459016393443,0.840492784976959,0.0430589957506136,0.0418105812390199,4.23799413808069,1.74657256585214,0.354628833486916,"ATG9A","ATG9A_5"
0.903989615315786,0.990194413806636,107.262295081967,1.02059838175773,0.0346990126071196,0.0406507214911178,5.42920996172146,1.72805011621518,0.363690289264964,"ATG9A","ATG9A_6"
0.869233743088988,0.899170783524562,111.885245901639,1.08063358068466,0.0261552515108898,0.0365426739427074,14,1.6542455707055,0.356740107142748,"ATG9A","ATG9A_7"
0.966132531269647,1.78615953347754,110.180327868852,0.780457586050034,0.0800053607652416,0.07857142997449,7.23669650895326,1.54614361299506,0.591542297971452,"ATG9A","ATG9A_8"
0.904085820766969,1.48008565061565,106.139344262295,0.780457586050034,0.0608451027223777,0.0567336179951377,3,1.65620084489648,0.474004415639227,"ATG9A","ATG9A_9"
0.900299367330475,1.54065485318986,109.5,0.840492784976959,0.0656576373769545,0.06349960731597,6.0040844692331,1.63493504211766,0.489554810617235,"ATG9A","ATG9A_10"
0.854486493321208,1.02507215996325,108.696721311475,1.08063358068466,0.0337632755909141,0.0392857149872448,9.05252951284088,1.73106293509122,0.368691349320249,"ATG9A","ATG9A_11"
0.914874657613258,1.38155046788517,114.016393442623,0.900527983903885,0.0514313457554634,0.0525404090327955,12,1.60940845682192,0.489987833085186,"ATG9A","ATG9A_12"
0.93689498171083,1.83148224585943,108.459016393443,0.780457586050032,0.0839659552195525,0.0822019360928897,7,1.60273962532166,0.547743351261395,"ATG9A","ATG9A_13"
0.921632858050336,1.75634720846842,121.229508196721,0.96056318283081,0.0739363691118554,0.0785714299744891,15.0195373119003,1.62175343973228,0.582756150378592,"ATG9A","ATG9A_14"
0.908879517740155,1.81549893944231,113.33606557377,0.840492784976959,0.0786998117551239,0.0719560626093428,10.6099505928758,1.63555511482285,0.564243768883213,"ATG9A","ATG9A_15"
0.821348508456292,1.17675733967741,112.032786885246,0.350136794149876,0.038565971042311,0.0392857,8,1.55550984268453,0.207088362341772,"Clathrin","Clathrin_1"
0.769628027604194,0.823853991588918,107.737704918033,0.350136794149876,0.0298294708076243,0.0322519336620351,6.64886249900485,1.60770712372835,0.14669251300948,"Clathrin","Clathrin_2"
0.883827367906109,0.762725160527534,120.606557377049,0.350136794149876,0.0165763544813263,0.0370204556385957,7.22353229488925,1.41686756657092,0.165540339173508,"Clathrin","Clathrin_3"
0.922837754112574,1.77413957481342,137.081967213115,0.840328305959705,0.0904241902935427,0.0927493366350254,5.48585240210696,1.65113175832746,0.611830313460249,"Clathrin","Clathrin_4"
0.871830340924211,1.38177878548559,132.434426229508,1.1204377412796,0.057124908603132,0.0679587815623359,3.80503231290292,1.71801710756499,0.518455331839577,"Clathrin","Clathrin_5"
0.82423764210837,1.18297936334748,113.262295081967,1.1204377412796,0.0450329894118072,0.0415485912065995,5.00714162790437,1.93061423183132,0.3535713,"Clathrin","Clathrin_6"
0.822183700537561,0.835950028871097,116.737704918033,0.840328305959705,0.0227580058012354,0.0354541382463716,8,1.82412003528364,0.2749999,"Clathrin","Clathrin_7"
0.824006339147303,0.771995808532651,135.213114754098,1.47057453542948,0.0228696171357453,0.0370614482162175,12.8941232130104,1.770841498692,0.346368965633917,"Clathrin","Clathrin_8"
0.887590997033576,0.611772218404014,125.745901639344,1.33051981776953,0.0173469013755897,0.0303115101591852,8,1.79204034528915,0.258101599636274,"Clathrin","Clathrin_9"
0.864252629704816,1.10415043632441,120.819672131148,1.1204377412796,0.0477145009018927,0.0494159919660827,4.17919550537725,1.80002530827003,0.437730581203427,"Clathrin","Clathrin_10"
0.914997165649934,1.42638130210365,133.950819672131,0.980383023619652,0.0575218847795769,0.0737501779444936,4,1.62656603696202,0.547027528696096,"Clathrin","Clathrin_11"
0.900416603790145,0.70618037402799,124.081967213115,1.26049245893955,0.0180718210559861,0.0342289389747896,6,1.71365858400581,0.293206734456487,"Clathrin","Clathrin_12"
0.884367398959037,1.80030133130193,126.844262295082,0.490191511809826,0.0776907730767259,0.0742802367154482,6,1.58460776516219,0.445451667395412,"Clathrin","Clathrin_13"
0.835492016240686,0.873244510774202,128.885245901639,1.1204377412796,0.0304915004962131,0.0417001402277275,5,1.77879009945971,0.347575395208047,"Clathrin","Clathrin_14"
1.36458335204768,0.241929462165614,141.457364341085,6.00003790855408,0.00450250295854515,0.109555138916872,1,1.05450452051749,1.21099105283832,"EB3","EB3_1"
1.1602649290508,0.305137650376748,117.813953488372,4.49998310208321,0.00593384969267765,0.133127420247911,1,1.02255229624367,1.28224101445076,"EB3","EB3_2"
1.18290501644414,0.198323615721327,197.872093023256,5.50000983476639,0.00545460186904719,0.07857142997449,1.16428121367712,1.11917778622233,0.750296973053323,"EB3","EB3_3"
1.25038709206037,0.237291909322752,194.37984496124,4.49997693300247,0.00424192081661185,0.106967317282158,0,1.04572743463063,0.881208524454671,"EB3","EB3_4"
1.22042353764057,0.233215592011368,146.713178294574,5.5000347495079,0.00614276135258998,0.0953600704004764,1,1.09406011114454,0.996127134590513,"EB3","EB3_5"
1.29077982204017,0.171395922901157,110.480620155039,1.99999248981476,0.00414339797329582,0.0735945936922889,0,1.02151841364437,0.294112036189813,"EB3","EB3_6"
1.1253018114699,0.230452089085443,194.697674418605,5.00000894069672,0.00675117199258964,0.0879131499749848,1.06857645290441,1.15649838864792,0.767998440171292,"EB3","EB3_7"
1.20252655605571,0.154717522923113,211.437984496124,2.49998718500137,0.00426913570761936,0.0541369438103813,1,1.08207373766085,0.276657213434747,"EB3","EB3_8"
1.26862269956111,0.263080563916695,145.996124031008,5.00003159046173,0.00737216271057746,0.109915313090622,1.0562609978523,1.09271598836957,1.06654291006107,"EB3","EB3_9"
