 ,Mean(cell_0),Mean(cell_1),Mean(Background),Mean(Reference)
1,1069.063,1459.687,103.512,1365.582
2,1047.909,1442.884,103.430,1345.816
3,1044.286,1437.870,103.448,1336.070
4,541.150,843.865,103.366,1283.494
5,677.090,990.147,103.237,1283.574
6,751.964,1079.558,103.238,1287.172
7,787.674,1127.353,103.277,1283.183
8,822.041,1172.835,103.062,1283.929
9,844.458,1207.518,103.302,1288.206
10,861.171,1219.251,103.111,1291.539
11,876.922,1235.478,103.211,1290.468
12,880.900,1246.270,103.280,1291.957
13,889.858,1254.883,103.198,1290.322
14,897.073,1260.098,103.202,1286.524
15,898.592,1265.052,103.268,1286.279
16,902.301,1270.584,103.144,1284.568
17,906.203,1278.345,103.088,1283.840
18,909.378,1279.573,103.109,1285.356
19,911.533,1281.798,103.277,1280.436
20,916.682,1287.096,103.384,1282.008
21,918.652,1292.853,103.260,1283.952
22,919.957,1294.498,103.185,1281.836
23,919.948,1300.036,103.048,1276.328
24,926.888,1299.674,103.244,1276.206
25,928.630,1307.503,103.191,1280.092
26,932.535,1306.874,103.192,1277.288
27,933.034,1307.271,103.338,1276.512
28,932.807,1304.206,103.415,1275.967
29,932.649,1301.193,103.090,1273.037
30,936.844,1302.142,103.126,1275.983
31,937.008,1301.548,103.145,1276.085
32,935.909,1305.755,103.129,1273.488
33,940.436,1309.142,103.195,1274.863
34,939.512,1311.885,103.124,1277.359
35,935.473,1307.181,103.160,1274.075
36,940.363,1309.720,103.147,1276.969
37,944.087,1312.629,103.268,1276.641
38,944.759,1313.138,102.983,1275.329
39,943.118,1312.431,103.231,1278.330
40,944.002,1309.684,103.099,1272.579
41,944.997,1311.965,103.170,1276.660
42,944.512,1312.562,103.175,1274.097
43,946.007,1309.665,103.150,1273.932
44,946.254,1311.454,103.315,1272.366
45,946.472,1308.146,103.198,1272.668
46,946.573,1313.573,103.175,1271.591
47,948.127,1311.459,102.961,1270.474
48,950.198,1303.443,103.104,1268.043
49,948.421,1305.198,103.111,1270.171
50,948.621,1307.231,103.214,1264.997
51,946.866,1305.335,103.182,1264.907
52,949.563,1305.680,103.137,1266.734
53,951.453,1305.508,103.253,1268.352
54,948.217,1311.759,103.266,1269.521
55,946.460,1311.473,103.286,1269.662
56,947.704,1316.673,103.209,1268.974
57,947.645,1316.159,103.324,1269.210
58,947.350,1317.470,103.368,1268.046
59,949.944,1313.799,103.029,1265.923
60,952.088,1315.136,103.109,1268.851
61,949.771,1312.788,103.099,1267.005
62,950.261,1316.417,103.101,1271.806
63,949.311,1315.430,103.192,1269.195
64,947.428,1313.491,103.087,1267.344
65,946.520,1314.665,103.367,1265.543
66,946.935,1312.272,103.118,1267.661
67,951.569,1313.395,103.225,1267.518
68,950.459,1315.284,103.097,1259.236
69,947.288,1311.594,103.218,1265.040
70,948.244,1311.198,103.089,1261.686
71,949.225,1312.186,103.109,1264.890
72,949.964,1313.833,103.210,1265.415
73,950.363,1312.141,103.212,1264.636
74,949.877,1314.463,103.107,1264.896
75,949.410,1314.695,103.059,1264.528
76,950.274,1319.215,103.112,1261.225
77,950.775,1322.808,103.060,1259.606
78,949.525,1317.108,103.094,1261.826
79,952.137,1316.491,103.276,1261.618
80,953.649,1318.854,103.085,1259.748
81,953.025,1319.121,103.065,1259.929
82,948.818,1319.548,103.157,1262.442
83,951.255,1320.231,103.075,1262.653
84,949.550,1322.175,103.241,1257.829
85,951.942,1320.565,103.139,1258.821
86,950.927,1319.871,103.140,1259.371
87,948.887,1325.847,103.150,1261.675
88,953.441,1327.230,103.147,1259.377
89,950.204,1324.046,103.206,1260.254
90,948.764,1328.206,103.111,1260.906
91,949.402,1324.445,103.253,1259.419
92,948.271,1326.568,103.126,1260.902
93,947.198,1323.305,103.190,1259.466
94,949.772,1325.624,103.213,1258.948
95,948.596,1326.519,103.086,1258.784
96,949.542,1322.747,103.355,1255.771
97,949.108,1326.058,103.221,1253.795
98,950.597,1320.088,103.091,1258.370
99,950.323,1318.453,103.152,1256.091
100,949.556,1319.677,103.154,1256.681
101,950.086,1320.886,103.260,1253.347
102,949.194,1320.480,103.041,1256.653
103,947.547,1322.221,103.104,1254.562
104,949.217,1321.097,103.021,1255.874
105,949.830,1321.604,103.060,1253.683
106,946.206,1322.309,103.254,1253.434
107,946.005,1323.635,102.990,1255.148
108,946.603,1323.955,103.231,1252.474
109,945.260,1322.354,103.249,1250.646
110,945.515,1324.755,103.199,1249.209
111,947.080,1327.092,103.231,1251.493
112,943.443,1322.662,103.178,1252.028
113,946.827,1325.679,103.125,1248.054
114,950.566,1321.107,103.256,1251.523
115,948.009,1325.342,103.043,1249.484
116,946.895,1322.056,103.203,1248.676
117,948.138,1321.005,103.236,1249.046
118,945.450,1319.561,103.101,1243.796
119,947.971,1319.510,103.324,1247.447
120,944.763,1321.935,103.025,1247.164
121,946.551,1323.227,103.019,1249.432
122,946.759,1325.963,103.059,1251.040
123,948.245,1328.810,103.164,1249.594
124,946.187,1327.601,103.161,1254.638
125,946.025,1326.313,102.994,1252.329
126,945.387,1326.015,103.116,1247.436
127,946.099,1327.943,103.183,1251.019
128,942.649,1327.844,103.095,1249.937
129,943.470,1327.721,103.353,1251.000
130,945.627,1329.846,103.255,1252.804
131,942.006,1327.934,103.186,1248.700
132,945.217,1330.135,103.158,1250.203
133,941.091,1323.623,103.008,1248.665
134,941.864,1323.343,103.281,1245.589
135,942.134,1323.053,103.224,1248.645
136,942.654,1323.031,102.956,1245.430
137,942.835,1324.637,103.159,1243.759
138,941.263,1322.698,103.088,1243.574
139,943.302,1326.007,103.073,1248.679
140,943.491,1324.982,103.213,1248.696
141,940.957,1325.450,103.127,1246.228
142,944.430,1325.847,103.080,1247.751
143,937.582,1330.550,102.960,1253.814
144,936.053,1327.872,103.033,1248.199
145,934.479,1325.259,103.119,1245.140
146,936.243,1324.107,103.056,1247.696
147,938.258,1324.136,103.158,1245.600
148,936.865,1323.879,103.269,1243.271
149,938.936,1324.618,103.239,1242.218
150,935.674,1324.523,102.941,1244.804
151,936.641,1324.077,103.036,1241.865
152,936.189,1324.801,103.252,1242.535
153,936.594,1324.704,103.020,1242.968
154,937.352,1318.306,103.022,1241.351
155,940.008,1322.156,103.078,1237.288
156,938.211,1317.438,103.214,1234.692
157,939.162,1317.565,103.152,1234.348
158,936.481,1315.353,103.081,1234.282
159,936.940,1317.135,103.241,1236.740
160,933.725,1312.834,103.253,1238.241
161,934.523,1317.378,103.058,1235.854
162,933.962,1317.300,103.029,1234.509
163,932.636,1314.829,102.930,1236.375
164,931.436,1315.460,102.963,1236.585
165,936.142,1317.088,103.187,1235.868
166,933.347,1316.249,103.175,1238.734
167,937.228,1314.850,103.013,1236.618
168,933.076,1316.306,103.161,1234.520
169,933.644,1313.737,103.035,1236.841
170,935.758,1314.317,102.932,1230.799
171,933.691,1314.990,103.113,1235.662
172,933.800,1308.405,102.977,1232.572
173,933.178,1309.191,103.113,1232.782
174,931.260,1311.850,103.178,1233.229
175,933.064,1310.718,102.964,1232.541
176,933.488,1307.477,102.924,1232.085
177,935.421,1312.420,103.141,1230.578
178,932.370,1310.596,103.100,1229.907
179,933.009,1312.829,103.245,1230.217
180,935.669,1308.088,103.015,1231.395
181,930.907,1312.880,103.151,1231.048
182,932.174,1307.099,103.147,1231.147
183,935.699,1310.715,103.150,1231.708
184,937.089,1309.820,103.046,1234.853
185,934.647,1308.949,103.011,1229.256
186,933.025,1308.239,103.052,1229.663
187,934.560,1310.439,103.041,1232.234
188,937.547,1310.522,103.005,1228.770
189,937.227,1309.085,103.160,1228.414
190,936.232,1311.641,103.021,1231.942
191,934.639,1313.733,102.834,1233.326
192,935.277,1309.236,102.972,1230.114
193,933.621,1309.007,103.035,1230.386
194,935.029,1312.511,103.248,1229.841
195,933.854,1313.651,103.042,1227.753
196,932.982,1319.389,102.910,1229.984
197,933.220,1314.315,103.147,1232.063
198,937.284,1318.709,102.972,1235.229
199,933.855,1317.616,103.101,1233.276
200,934.164,1314.931,103.003,1230.712
201,934.026,1317.334,103.003,1231.065
202,933.428,1312.149,102.976,1229.276
203,936.255,1314.305,103.219,1229.901
204,931.230,1313.872,103.160,1229.854
205,931.367,1312.440,103.112,1230.491
206,933.888,1317.192,102.874,1228.739
207,931.200,1312.146,103.080,1226.548
