 ,Mean(cell_0),Mean(cell_1),Mean(Background),Mean(Reference)
1,739.347,457.965,105.965,526.154
2,726.183,451.208,106.025,517.484
3,723.982,449.960,105.809,514.010
4,421.817,258.816,105.781,504.788
5,495.913,306.290,105.571,499.892
6,539.634,331.137,105.805,500.612
7,563.404,345.215,105.554,497.821
8,583.652,356.867,105.530,495.737
9,597.368,364.961,105.705,497.211
10,610.354,371.682,105.444,498.544
11,618.624,377.454,105.646,496.651
12,622.876,380.594,105.617,497.716
13,627.857,382.038,105.543,494.334
14,631.664,385.565,105.701,496.243
15,632.531,386.207,105.542,493.460
16,635.910,389.798,105.594,492.379
17,637.999,392.089,105.398,493.021
18,639.860,394.088,105.673,493.109
19,643.601,393.446,105.692,494.993
20,643.358,397.034,105.754,494.592
21,648.370,397.379,105.606,493.762
22,647.783,399.050,105.692,495.582
23,648.174,398.925,105.561,496.465
24,649.746,400.624,105.623,498.503
25,653.370,401.450,105.612,497.079
26,654.801,402.477,105.679,494.007
27,655.822,402.757,105.415,495.815
28,657.189,404.192,105.650,496.829
29,659.299,406.701,105.694,496.052
30,661.043,407.389,105.555,496.570
31,662.025,406.624,105.722,497.590
32,662.123,405.369,105.482,497.915
33,663.884,406.468,105.477,496.384
34,662.863,407.348,105.731,497.511
35,663.078,407.344,105.827,496.434
36,664.101,408.073,105.735,497.438
37,665.738,407.594,105.549,497.471
38,666.019,408.406,105.710,496.857
39,661.258,408.024,105.554,497.777
40,662.214,409.840,105.569,496.112
41,664.886,409.654,105.689,497.505
42,664.366,408.570,105.453,496.849
43,664.975,409.516,105.603,494.800
44,664.265,410.112,105.586,495.400
45,664.689,409.795,105.424,496.597
46,666.752,410.819,105.521,495.803
47,665.348,410.896,105.596,495.524
48,665.673,412.888,105.452,496.746
49,664.717,412.903,105.682,495.053
50,665.734,413.135,105.883,495.144
51,667.200,412.791,105.374,495.136
52,668.325,414.044,105.617,493.223
53,666.270,410.632,105.522,492.923
54,665.182,412.547,105.571,494.165
55,667.591,413.198,105.458,491.957
56,666.032,412.602,105.478,491.397
57,663.970,411.760,105.533,490.744
58,666.265,413.739,105.655,491.994
59,668.395,412.749,105.621,492.266
60,665.331,412.173,105.449,490.576
61,667.347,412.722,105.603,491.771
62,665.287,412.463,105.600,490.303
63,668.540,412.730,105.549,490.967
64,666.935,414.318,105.624,490.068
65,667.892,414.867,105.527,492.020
66,669.656,414.363,105.440,491.386
67,668.258,415.445,105.571,492.692
68,669.710,414.392,105.648,488.100
69,668.788,414.653,105.521,490.806
70,669.669,414.230,105.518,490.055
71,670.513,414.778,105.465,490.464
72,670.018,414.664,105.467,490.183
73,670.547,413.372,105.696,489.480
74,669.024,413.936,105.704,489.158
75,670.931,414.865,105.382,488.674
76,670.357,415.303,105.559,491.130
77,670.375,416.044,105.558,491.228
78,669.532,415.896,105.530,489.699
79,670.494,415.670,105.687,491.625
80,670.103,415.164,105.660,491.563
81,673.000,415.102,105.714,492.311
82,672.383,415.209,105.564,490.368
83,670.878,416.611,105.411,490.461
84,671.136,416.792,105.651,490.641
85,673.106,415.653,105.699,488.697
86,671.405,415.798,105.595,488.349
87,671.282,416.321,105.563,491.294
88,672.159,418.120,105.620,490.207
89,671.131,417.237,105.517,491.912
90,670.236,416.624,105.486,491.523
91,671.972,416.033,105.506,490.719
92,671.577,417.753,105.401,491.839
93,670.603,418.347,105.524,491.835
94,671.957,418.923,105.587,489.605
95,671.185,416.764,105.578,489.923
96,670.711,418.085,105.576,490.833
97,672.705,418.125,105.505,490.931
98,671.843,416.900,105.513,489.898
99,671.346,416.597,105.577,489.360
100,672.558,417.382,105.418,490.030
101,671.715,416.256,105.631,489.625
102,670.968,415.952,105.629,491.241
103,670.251,417.208,105.387,490.901
104,669.194,416.846,105.354,492.085
105,671.337,418.037,105.606,491.182
106,671.412,418.951,105.635,491.689
107,668.945,417.677,105.595,488.936
108,672.687,418.216,105.475,489.070
109,674.148,415.917,105.390,490.686
110,672.985,416.500,105.684,491.440
111,672.200,416.919,105.450,488.535
112,669.916,418.860,105.653,489.917
113,673.384,418.672,105.543,489.774
114,671.808,417.625,105.522,490.365
115,671.487,418.426,105.744,490.878
116,673.001,418.345,105.526,491.860
117,672.088,420.256,105.292,491.669
118,674.535,420.657,105.550,491.213
119,674.310,420.355,105.367,489.588
120,675.151,421.676,105.368,492.481
121,675.185,419.163,105.603,492.125
122,673.993,418.128,105.539,490.253
123,672.582,418.307,105.652,490.006
124,672.935,418.829,105.602,490.359
125,670.312,419.850,105.596,493.338
126,672.893,419.646,105.370,491.135
127,674.159,419.335,105.399,490.370
128,672.559,419.286,105.392,490.884
129,671.391,420.665,105.462,492.663
130,672.482,418.256,105.349,492.204
131,670.797,418.284,105.425,492.748
132,670.694,420.088,105.524,490.818
133,674.571,418.086,105.320,492.431
134,674.778,418.482,105.607,492.429
135,674.155,418.324,105.394,491.958
136,671.859,419.246,105.429,490.754
137,671.934,419.146,105.257,491.482
138,671.065,418.900,105.497,490.779
139,671.093,418.368,105.507,491.982
140,670.646,415.825,105.769,490.735
141,671.585,416.901,105.187,489.419
142,672.204,417.457,105.488,489.017
143,671.484,418.302,105.381,488.438
144,670.295,417.845,105.421,491.354
145,669.795,417.235,105.543,491.199
146,672.189,416.994,105.555,491.617
147,672.916,417.237,105.287,490.843
148,671.105,417.700,105.288,488.732
149,672.706,417.199,105.480,488.843
150,673.616,418.681,105.322,489.576
151,670.143,415.853,105.504,488.496
152,668.747,416.735,105.701,488.270
153,668.686,416.126,105.444,488.038
154,669.468,416.168,105.278,488.436
155,667.783,416.074,105.579,488.182
156,669.568,416.810,105.582,487.455
157,671.394,414.582,105.314,485.778
158,669.535,418.191,105.249,489.324
159,672.274,417.886,105.500,487.310
160,669.191,416.640,105.677,487.859
161,669.122,416.644,105.373,487.618
162,672.526,416.757,105.424,486.034
163,669.079,415.591,105.300,488.464
164,671.447,416.728,105.569,487.580
165,668.556,416.078,105.521,488.779
166,668.265,415.818,105.470,486.112
167,672.199,416.841,105.371,487.256
168,669.689,415.997,105.411,488.160
169,669.006,415.773,105.399,486.821
170,668.317,416.888,105.204,486.768
171,669.034,415.451,105.391,487.128
172,670.427,416.109,105.326,488.498
173,670.772,415.101,105.590,487.387
174,671.113,415.692,105.623,488.796
175,670.363,417.297,105.279,488.230
176,668.360,414.782,105.406,488.537
177,669.209,417.386,105.288,487.079
178,668.984,415.565,105.468,486.398
179,669.691,416.176,105.359,484.917
180,668.611,414.787,105.485,485.674
181,668.398,415.611,105.451,485.543
182,667.538,414.998,105.320,486.638
183,667.622,415.334,105.510,486.132
184,668.323,415.294,105.385,487.868
185,671.074,415.068,105.325,486.721
186,668.579,416.855,105.414,487.637
187,667.251,413.553,105.486,486.228
188,667.708,414.966,105.383,485.318
189,666.724,413.468,105.225,486.989
190,667.803,413.110,105.325,484.665
191,669.055,413.106,105.181,485.505
192,665.345,413.748,105.488,483.641
193,667.042,415.873,105.283,484.112
194,664.606,413.451,105.347,483.969
195,662.909,413.041,105.068,482.736
196,665.540,413.359,105.382,484.074
197,665.467,413.152,105.242,484.618
