 ,Mean(cell_0),Mean(cell_1),Mean(Background),Mean(Reference)
1,1775.510,1995.438,104.194,2004.931
2,1738.842,1963.760,104.003,1970.271
3,1742.848,1951.093,103.765,1958.798
4,910.175,870.697,103.701,876.292
5,1114.778,1141.412,103.534,1137.206
6,1230.946,1287.996,103.621,1282.839
7,1298.626,1367.990,103.677,1363.898
8,1354.258,1438.678,103.625,1436.606
9,1390.717,1489.629,103.759,1488.590
10,1423.295,1536.333,103.631,1535.455
11,1440.277,1561.902,103.666,1562.229
12,1458.307,1582.265,103.613,1583.060
13,1468.005,1600.043,103.648,1601.895
14,1481.223,1620.939,103.663,1624.500
15,1488.310,1630.065,103.753,1633.698
16,1494.323,1644.276,103.549,1649.343
17,1506.992,1659.653,103.793,1663.162
18,1520.060,1670.017,103.653,1674.131
19,1524.562,1678.064,103.723,1684.571
20,1527.956,1692.260,103.678,1697.920
21,1529.474,1695.236,103.460,1700.782
22,1535.286,1703.788,103.543,1709.873
23,1544.638,1706.065,103.552,1712.460
24,1550.748,1713.133,103.940,1718.305
25,1557.219,1716.231,103.594,1722.212
26,1557.689,1723.993,103.715,1728.097
27,1565.832,1728.161,103.674,1734.184
28,1561.038,1729.339,103.716,1736.445
29,1558.480,1734.890,103.717,1741.595
30,1563.115,1738.486,103.616,1744.181
31,1566.253,1743.980,103.591,1749.705
32,1569.046,1742.839,103.745,1749.253
33,1574.955,1746.991,103.628,1753.536
34,1571.854,1750.721,103.632,1756.583
35,1580.791,1754.275,103.663,1761.511
36,1579.953,1759.006,103.659,1766.251
37,1582.522,1763.649,103.439,1769.885
38,1584.190,1761.841,103.582,1768.123
39,1582.771,1764.245,103.516,1771.011
40,1583.195,1764.177,103.766,1769.875
41,1585.551,1768.370,103.565,1775.135
42,1585.672,1770.896,103.542,1775.492
43,1586.945,1771.112,103.584,1776.861
44,1588.230,1773.629,103.573,1780.363
45,1590.973,1773.766,103.591,1779.529
46,1593.652,1773.077,103.497,1778.405
47,1598.529,1778.310,103.616,1783.837
48,1598.169,1775.737,103.438,1780.958
49,1594.011,1775.894,103.455,1782.419
50,1597.729,1781.303,103.739,1784.954
51,1590.091,1776.726,103.582,1782.263
52,1596.837,1781.606,103.611,1787.112
53,1599.548,1776.203,103.547,1782.462
54,1597.375,1777.787,103.735,1781.756
55,1597.082,1782.137,103.510,1787.178
56,1594.304,1782.374,103.463,1788.003
57,1597.522,1782.346,103.503,1788.195
58,1596.066,1785.839,103.553,1791.911
59,1593.845,1786.006,103.570,1790.700
60,1597.360,1788.183,103.438,1793.340
61,1595.437,1790.031,103.456,1796.402
62,1595.185,1788.659,103.303,1794.373
63,1599.511,1790.687,103.414,1794.931
64,1600.060,1796.086,103.480,1800.868
65,1599.056,1791.259,103.617,1796.014
66,1598.884,1791.219,103.507,1796.254
67,1603.194,1793.577,103.390,1798.325
68,1599.199,1790.138,103.547,1796.182
69,1595.763,1791.382,103.663,1797.189
70,1596.904,1796.153,103.636,1799.402
71,1597.816,1796.115,103.491,1799.907
72,1597.935,1795.646,103.470,1800.072
73,1598.170,1794.915,103.644,1799.340
74,1596.799,1793.186,103.332,1797.308
75,1600.191,1792.006,103.677,1797.248
76,1600.580,1794.558,103.474,1798.222
77,1601.076,1792.838,103.450,1798.081
78,1597.354,1795.223,103.630,1798.933
79,1597.265,1795.229,103.594,1799.484
80,1597.537,1791.050,103.280,1796.093
81,1593.831,1794.531,103.608,1799.391
82,1600.628,1797.442,103.688,1801.565
83,1600.879,1798.424,103.435,1802.404
84,1601.790,1795.811,103.480,1800.073
85,1599.467,1797.693,103.676,1800.898
86,1602.152,1797.563,103.629,1801.008
87,1605.228,1799.260,103.572,1803.258
88,1600.749,1795.991,103.456,1800.489
89,1603.577,1795.833,103.519,1801.923
90,1602.388,1792.706,103.363,1798.609
91,1603.084,1794.373,103.402,1798.694
92,1605.806,1796.571,103.721,1801.081
93,1603.647,1801.224,103.517,1805.558
94,1601.024,1799.972,103.653,1803.725
95,1598.052,1799.939,103.575,1804.328
96,1594.084,1801.914,103.479,1804.904
97,1593.766,1800.017,103.724,1803.538
98,1590.097,1796.844,103.588,1799.525
99,1592.137,1797.625,103.588,1801.169
100,1599.851,1799.180,103.640,1803.124
101,1599.590,1791.003,103.446,1795.884
102,1602.354,1790.523,103.506,1795.677
103,1601.490,1796.305,103.664,1801.271
104,1598.978,1790.585,103.473,1797.168
105,1600.187,1794.163,103.517,1798.914
106,1597.894,1793.164,103.385,1799.874
107,1599.803,1797.370,103.611,1803.086
108,1596.712,1793.008,103.482,1799.393
109,1599.180,1790.641,103.584,1796.974
110,1597.186,1792.037,103.508,1797.572
111,1599.241,1791.073,103.595,1797.558
112,1594.323,1790.698,103.667,1796.536
113,1598.835,1795.654,103.531,1802.738
114,1594.134,1794.335,103.601,1800.600
115,1597.062,1793.877,103.521,1798.905
116,1592.119,1792.687,103.472,1798.578
117,1594.855,1790.047,103.409,1797.004
118,1596.474,1790.558,103.473,1797.863
119,1589.235,1788.713,103.464,1796.805
120,1594.584,1788.525,103.485,1796.328
121,1597.465,1788.891,103.348,1795.164
122,1599.596,1791.148,103.559,1796.787
123,1600.872,1787.761,103.484,1794.685
124,1601.422,1792.304,103.616,1797.966
125,1597.647,1793.736,103.415,1799.439
126,1599.860,1792.429,103.430,1798.438
127,1597.273,1791.490,103.318,1796.853
128,1597.790,1790.725,103.522,1797.727
129,1594.864,1790.298,103.334,1795.491
130,1594.265,1790.078,103.434,1796.828
131,1592.901,1785.983,103.360,1790.879
132,1594.576,1782.500,103.496,1789.209
133,1596.080,1788.066,103.583,1795.513
134,1598.012,1786.171,103.393,1792.254
135,1596.814,1789.923,103.406,1795.622
136,1600.387,1792.766,103.335,1799.944
137,1595.905,1791.460,103.381,1797.729
138,1597.776,1790.596,103.348,1798.076
139,1595.754,1785.838,103.405,1792.486
140,1596.949,1785.088,103.322,1791.283
141,1600.273,1788.712,103.410,1794.296
142,1593.562,1785.543,103.451,1792.572
143,1591.165,1784.177,103.186,1790.613
144,1588.930,1782.731,103.474,1790.763
145,1588.188,1786.300,103.502,1793.618
146,1590.418,1787.586,103.585,1793.183
147,1586.678,1790.555,103.406,1795.841
148,1586.782,1789.209,103.432,1794.903
149,1582.907,1785.843,103.539,1793.361
150,1583.251,1786.440,103.594,1792.265
151,1585.390,1785.546,103.463,1790.868
152,1587.404,1782.613,103.401,1787.500
153,1584.253,1784.695,103.422,1789.517
154,1582.246,1784.229,103.256,1789.440
155,1583.700,1782.982,103.334,1789.112
156,1581.828,1771.373,103.520,1777.676
157,1585.819,1776.557,103.304,1784.303
158,1583.901,1780.948,103.398,1787.859
159,1590.829,1780.940,103.175,1786.659
160,1581.141,1780.528,103.260,1785.651
161,1586.871,1780.381,103.478,1787.177
162,1585.686,1783.689,103.398,1790.152
163,1585.412,1785.625,103.258,1791.993
164,1584.827,1789.832,103.575,1796.755
165,1586.383,1786.582,103.398,1792.923
166,1583.550,1783.441,103.391,1788.552
167,1581.690,1783.610,103.373,1790.476
168,1579.225,1779.024,103.388,1785.667
169,1573.999,1778.422,103.398,1784.880
170,1578.405,1780.317,103.335,1786.966
171,1578.692,1778.470,103.413,1787.799
172,1573.166,1777.217,103.344,1784.452
173,1574.435,1779.644,103.417,1786.440
174,1576.865,1778.245,103.257,1785.131
175,1572.784,1779.460,103.406,1786.845
176,1574.165,1781.375,103.351,1786.551
177,1575.456,1780.594,103.348,1786.362
178,1573.681,1777.770,103.386,1784.685
179,1572.138,1771.172,103.200,1777.606
180,1572.241,1774.711,103.233,1780.633
181,1572.297,1773.128,103.382,1779.215
182,1575.841,1774.443,103.347,1779.439
183,1572.255,1772.885,103.289,1780.226
184,1574.182,1775.263,103.272,1781.621
185,1568.464,1772.299,103.369,1779.446
186,1565.311,1773.229,103.241,1780.726
187,1564.801,1770.258,103.262,1777.768
188,1574.665,1771.484,103.317,1778.424
189,1575.031,1774.571,103.259,1782.159
190,1577.096,1777.467,103.306,1783.864
191,1575.599,1775.288,103.277,1782.459
192,1581.368,1778.483,103.183,1785.100
193,1578.407,1773.670,103.301,1780.759
194,1574.020,1775.301,103.334,1781.810
195,1574.280,1771.228,103.396,1779.514
196,1571.386,1770.763,103.297,1778.412
197,1568.352,1771.322,103.422,1777.966
198,1569.458,1766.336,103.236,1772.559
199,1563.755,1765.732,103.185,1772.722
200,1558.424,1769.093,103.406,1774.870
201,1565.141,1771.594,103.481,1778.227
202,1559.249,1765.496,103.426,1773.304
203,1565.157,1765.404,103.323,1772.929
204,1561.521,1770.118,103.322,1776.878
205,1560.624,1766.372,103.395,1773.687
206,1559.102,1762.658,103.411,1770.729
207,1560.325,1765.389,103.327,1773.493
