 ,Mean(cell_0),Mean(cell_1),Mean(Background),Mean(Reference)
1,465.698,442.878,180.705,995.910
2,458.229,435.312,177.521,980.462
3,444.874,428.537,175.034,956.545
4,244.406,234.630,173.513,936.499
5,284.391,285.609,171.764,925.318
6,309.834,314.121,171.325,921.953
7,323.902,329.285,170.620,919.037
8,335.702,341.495,170.813,915.816
9,347.652,351.100,171.229,917.450
10,354.376,357.865,171.655,918.236
11,359.687,362.663,170.994,919.435
12,364.923,367.861,170.625,917.640
13,366.495,370.869,170.133,914.466
14,371.768,371.665,171.206,911.020
15,375.334,374.110,170.493,912.171
16,379.523,376.418,171.512,915.779
17,382.535,379.715,170.565,917.841
18,386.212,382.535,170.883,924.090
19,390.175,384.625,172.214,925.255
20,392.047,386.333,171.309,923.364
21,391.376,383.557,170.571,919.048
22,392.787,386.221,171.429,917.169
23,394.199,387.512,171.260,915.475
24,397.982,390.059,170.943,922.064
25,402.253,390.602,171.263,924.371
26,401.229,392.130,171.205,922.364
27,402.747,390.848,172.259,927.064
28,400.780,393.051,171.535,925.570
29,401.662,391.149,171.359,924.179
30,404.001,394.105,172.112,926.016
31,404.602,394.068,171.594,926.218
32,405.273,393.555,170.836,926.762
33,405.794,394.090,171.183,921.262
34,404.838,394.177,171.711,921.253
35,404.117,395.525,171.157,922.706
36,402.842,394.088,171.698,918.254
37,404.513,395.396,171.140,917.413
38,403.077,394.239,170.660,914.677
39,399.961,394.085,169.970,911.068
40,400.234,393.818,169.819,913.611
41,399.933,394.117,170.912,912.142
42,399.591,392.641,169.728,909.125
43,400.456,394.563,170.113,907.218
44,402.632,394.086,170.039,907.793
45,404.073,395.764,170.147,910.124
46,403.464,394.328,171.099,909.111
47,402.826,394.677,170.248,911.418
48,402.292,393.300,169.221,909.747
49,400.265,394.412,168.748,906.589
50,401.835,393.406,169.496,904.308
51,403.312,394.888,169.076,903.958
52,404.362,396.104,170.171,909.015
53,407.041,394.759,169.716,908.006
54,405.408,397.288,169.998,906.051
55,404.524,394.361,169.793,901.680
56,403.427,398.627,170.786,904.911
57,404.406,396.432,169.949,907.655
58,403.362,396.566,168.817,905.758
59,404.885,395.369,168.771,902.971
60,404.534,395.785,170.409,902.254
61,403.718,394.051,169.335,897.482
62,403.394,394.463,169.388,895.565
63,401.455,393.910,168.965,896.034
64,401.471,395.202,168.754,897.130
65,401.648,395.209,168.181,890.009
66,400.091,394.018,168.528,894.458
67,403.259,396.665,169.082,897.801
68,405.187,396.273,169.773,903.049
69,405.912,399.611,169.104,903.695
70,406.122,398.103,169.209,905.630
71,407.923,399.079,169.720,904.750
72,407.575,398.188,169.393,905.860
73,405.008,397.438,169.704,901.971
74,405.806,397.907,169.089,899.413
75,404.824,396.800,169.062,901.069
76,404.533,397.763,169.664,900.388
77,406.571,398.228,169.523,899.966
78,405.338,397.163,169.688,894.382
79,405.293,396.038,168.608,894.219
80,404.932,397.481,168.714,890.914
81,402.429,396.441,168.963,890.317
82,401.384,394.991,168.632,889.587
83,403.570,394.577,168.741,890.779
84,403.032,398.052,168.311,893.880
85,402.533,396.108,167.924,891.735
86,400.861,395.370,167.830,890.133
87,400.071,396.757,168.489,889.061
88,399.559,396.818,168.864,888.556
89,402.642,397.451,168.418,892.452
90,402.502,397.528,167.932,892.744
