 ,Mean(cell_0),Mean(cell_1),Mean(Background),Mean(Reference)
1,1622.601,1607.618,176.265,2484.239
2,1597.382,1580.481,174.060,2464.410
3,1583.588,1568.952,174.400,2461.668
4,1199.583,700.145,173.033,2433.498
5,1258.886,931.254,170.779,2423.166
6,1305.889,1055.902,171.848,2437.074
7,1331.781,1124.310,169.579,2424.326
8,1355.407,1178.929,169.703,2436.588
9,1381.019,1220.259,170.435,2444.372
10,1395.721,1254.627,170.424,2447.277
11,1407.116,1274.829,170.138,2443.100
12,1410.889,1292.985,170.455,2441.616
13,1416.703,1301.078,169.873,2439.363
14,1420.677,1312.838,169.576,2439.935
15,1424.882,1323.135,168.820,2439.765
16,1431.287,1330.768,169.376,2437.048
17,1431.478,1332.630,169.518,2439.325
18,1435.278,1342.346,169.711,2435.689
19,1440.079,1343.372,169.189,2433.834
20,1440.326,1347.665,168.976,2443.338
21,1442.517,1354.555,168.561,2436.069
22,1447.349,1360.798,168.731,2429.824
23,1449.473,1364.672,168.702,2436.904
24,1455.285,1365.164,169.089,2440.299
25,1449.552,1370.020,169.213,2446.555
26,1453.099,1371.712,168.360,2445.022
27,1455.986,1373.630,169.739,2443.312
28,1456.733,1374.400,169.099,2451.093
29,1460.132,1377.855,169.217,2446.453
30,1461.997,1382.516,169.319,2445.634
31,1464.985,1383.678,169.427,2435.595
32,1467.229,1384.339,169.177,2445.559
33,1465.967,1387.181,169.159,2448.765
34,1462.840,1390.131,169.108,2449.072
35,1469.076,1390.412,169.583,2452.530
36,1466.862,1392.763,169.093,2450.958
37,1466.757,1391.439,169.129,2460.736
38,1465.255,1395.847,169.287,2462.296
39,1462.922,1394.477,168.147,2455.777
40,1466.464,1395.282,168.771,2459.957
41,1467.935,1396.135,168.900,2462.028
42,1468.266,1401.227,168.634,2450.453
43,1473.243,1400.842,168.899,2448.299
44,1474.819,1403.457,168.910,2445.105
45,1471.990,1406.977,169.270,2445.594
46,1474.453,1404.860,168.402,2449.668
47,1471.364,1408.667,168.348,2445.451
48,1474.183,1411.790,168.162,2441.084
49,1473.862,1411.565,168.466,2442.767
50,1472.295,1410.056,168.168,2448.988
51,1475.699,1407.635,168.077,2450.924
52,1475.149,1406.278,169.208,2459.817
53,1476.333,1407.904,169.233,2455.461
54,1474.746,1412.392,168.946,2457.083
55,1473.752,1410.341,169.187,2456.777
56,1473.789,1412.442,169.526,2446.282
57,1473.851,1414.382,168.997,2453.762
58,1467.990,1409.346,168.633,2445.022
59,1470.332,1410.673,168.506,2454.660
60,1472.235,1412.273,168.803,2456.431
61,1471.643,1414.854,168.947,2448.741
62,1469.834,1412.500,168.548,2448.383
63,1474.853,1413.919,168.477,2444.351
64,1473.406,1418.639,168.436,2451.031
65,1473.044,1414.125,169.302,2454.567
66,1474.069,1418.627,168.371,2454.419
67,1469.888,1416.340,168.335,2463.600
68,1470.525,1412.171,168.088,2470.834
69,1469.412,1412.638,167.721,2472.246
70,1467.389,1413.240,168.009,2473.759
71,1466.839,1410.375,168.953,2471.197
72,1466.016,1411.010,168.004,2471.598
73,1460.503,1412.437,167.782,2482.338
74,1464.542,1413.777,168.011,2474.937
75,1463.950,1410.343,168.060,2471.172
76,1467.210,1413.034,167.523,2468.653
77,1469.516,1409.089,167.393,2468.937
78,1466.160,1409.524,167.729,2467.850
79,1465.741,1412.802,167.367,2462.071
80,1464.738,1413.633,168.226,2460.824
81,1473.183,1414.206,169.039,2449.446
82,1467.975,1408.997,167.582,2448.697
83,1466.654,1409.732,167.565,2455.876
84,1469.790,1411.068,167.323,2454.359
85,1469.545,1408.586,167.152,2458.148
86,1467.908,1410.273,167.645,2459.071
87,1466.562,1407.910,166.824,2461.559
88,1465.518,1410.393,167.206,2459.683
89,1464.256,1409.777,167.738,2462.229
90,1458.065,1409.401,167.217,2468.418
91,1458.033,1405.455,166.196,2464.017
92,1458.214,1406.040,167.100,2465.733
93,1456.749,1406.279,166.740,2457.927
94,1461.382,1407.842,166.335,2454.382
95,1462.129,1410.723,166.909,2456.176
96,1460.350,1407.317,167.316,2460.346
97,1458.795,1408.386,166.735,2461.131
98,1460.011,1405.941,166.520,2456.165
99,1458.882,1407.668,167.280,2455.275
100,1468.035,1411.239,167.296,2444.748
101,1464.970,1409.567,167.312,2446.783
102,1464.336,1410.103,167.362,2454.352
103,1458.547,1404.263,167.273,2456.162
104,1460.145,1405.367,166.905,2460.858
105,1460.944,1405.227,166.637,2462.148
106,1460.281,1403.740,166.815,2462.457
107,1457.701,1406.276,167.344,2464.170
108,1453.804,1405.557,166.881,2467.112
109,1454.386,1410.270,166.608,2465.033
110,1459.562,1410.429,166.648,2462.557
111,1458.148,1408.517,166.831,2457.320
112,1453.149,1408.592,167.112,2461.474
113,1453.695,1403.682,166.440,2464.178
114,1453.853,1401.945,166.538,2471.324
115,1451.838,1406.022,166.133,2465.330
116,1449.009,1400.724,165.394,2466.552
117,1447.064,1406.861,165.647,2469.046
118,1449.649,1403.417,166.629,2464.629
119,1451.371,1403.027,166.161,2464.939
120,1446.520,1403.154,166.599,2461.636
121,1448.635,1403.915,165.882,2456.838
122,1449.497,1403.790,165.313,2456.772
123,1451.236,1404.048,166.439,2459.860
124,1447.574,1399.748,166.050,2450.107
125,1448.180,1397.257,164.967,2457.292
126,1445.541,1402.055,165.549,2467.276
127,1445.820,1398.756,164.243,2466.719
128,1439.800,1401.166,165.099,2466.871
129,1441.489,1399.276,165.629,2463.797
130,1442.696,1392.611,165.227,2463.071
131,1438.242,1394.965,165.282,2466.697
132,1433.606,1392.930,165.325,2455.345
133,1430.446,1392.146,164.771,2458.221
134,1429.432,1390.776,164.043,2453.500
135,1432.647,1387.647,165.039,2462.805
136,1431.997,1395.826,164.826,2459.666
137,1435.702,1396.019,164.935,2456.315
138,1437.205,1394.737,165.768,2458.669
139,1441.887,1391.312,165.385,2460.580
140,1438.607,1393.856,166.370,2456.760
141,1439.149,1395.004,165.967,2464.080
142,1439.903,1394.397,165.646,2461.104
143,1440.130,1398.562,165.595,2462.586
144,1438.837,1396.494,165.405,2461.111
145,1438.518,1398.927,165.398,2458.904
146,1442.742,1400.319,166.046,2455.591
147,1442.142,1399.889,165.700,2453.058
148,1438.368,1395.357,166.004,2451.055
149,1440.246,1399.252,165.757,2453.088
150,1439.891,1398.193,166.006,2455.424
151,1440.396,1395.840,165.536,2450.697
152,1440.442,1395.286,165.682,2456.677
153,1437.366,1393.401,166.094,2456.995
154,1437.547,1397.317,166.224,2456.610
155,1434.140,1394.760,165.690,2461.047
156,1437.783,1390.606,165.935,2455.253
157,1439.904,1395.784,166.390,2457.887
158,1438.226,1391.597,165.171,2450.258
159,1441.545,1395.138,165.181,2450.203
160,1444.678,1394.710,165.500,2446.187
161,1446.793,1395.307,166.171,2439.528
162,1444.251,1398.811,165.969,2448.373
163,1443.520,1395.933,165.676,2445.925
164,1437.903,1395.981,165.899,2447.329
165,1444.170,1395.206,165.669,2444.164
166,1443.340,1396.268,165.928,2442.985
167,1443.774,1398.682,165.155,2450.717
168,1439.532,1394.542,165.998,2454.688
169,1436.722,1395.543,165.461,2443.370
170,1438.404,1389.425,165.526,2448.454
171,1429.896,1394.013,165.075,2459.327
172,1431.740,1393.959,165.963,2451.349
173,1432.054,1392.501,165.995,2450.587
174,1433.724,1393.349,165.801,2451.472
175,1437.024,1391.024,165.230,2445.404
176,1435.883,1396.661,165.018,2446.912
177,1435.453,1398.122,166.056,2441.970
178,1435.924,1388.570,165.323,2444.093
179,1429.347,1385.707,165.730,2445.383
180,1432.263,1393.290,165.879,2436.899
181,1434.949,1389.043,166.878,2441.325
182,1436.477,1388.063,166.599,2442.155
183,1435.852,1388.295,166.495,2431.443
184,1432.621,1385.724,165.606,2436.371
185,1431.313,1388.281,165.454,2437.079
186,1430.888,1386.323,166.172,2432.550
187,1429.495,1386.833,166.051,2438.831
188,1428.122,1381.300,165.598,2437.386
189,1432.559,1381.971,166.371,2435.749
190,1432.408,1383.152,166.791,2428.897
191,1434.246,1387.246,166.615,2426.866
192,1433.097,1390.184,165.833,2428.574
193,1432.185,1389.173,165.704,2431.980
194,1436.276,1394.554,165.718,2429.262
195,1434.996,1390.944,166.833,2418.780
196,1434.071,1386.793,166.406,2419.418
197,1436.927,1395.235,166.915,2408.838
198,1438.344,1391.427,166.092,2401.465
199,1439.606,1392.188,166.490,2411.018
200,1440.170,1396.384,166.184,2413.888
201,1440.322,1391.489,165.673,2414.672
202,1433.484,1390.798,166.181,2423.162
203,1432.293,1390.384,165.709,2421.368
204,1430.066,1390.533,165.347,2416.818
205,1429.310,1389.907,166.049,2419.080
206,1430.227,1386.439,164.577,2415.980
207,1428.012,1383.964,165.262,2418.243
