 ,Time(s)
1,0.009
2,1.009
3,2.010
4,2.302
5,2.449
6,2.596
7,2.743
8,2.890
9,3.038
10,3.185
11,3.332
12,3.479
13,3.626
14,3.773
15,3.920
16,4.067
17,4.214
18,4.361
19,4.509
20,4.656
21,4.803
22,4.950
23,5.098
24,5.280
25,5.427
26,5.574
27,5.721
28,5.868
29,6.016
30,6.163
31,6.310
32,6.459
33,6.606
34,6.754
35,6.901
36,7.048
37,7.195
38,7.342
39,7.489
40,7.636
41,7.783
42,7.930
43,8.077
44,8.224
45,8.371
46,8.518
47,8.665
48,8.812
49,8.959
50,9.106
51,9.253
52,9.400
53,9.547
54,9.694
55,9.841
56,9.989
57,10.135
58,10.282
59,10.429
60,10.576
61,10.723
62,10.871
63,11.018
64,11.165
65,11.312
66,11.459
67,11.606
68,11.753
69,11.900
70,12.047
71,12.195
72,12.342
73,12.489
74,12.636
75,12.783
76,12.930
77,13.077
78,13.224
79,13.372
80,13.519
81,13.666
82,13.813
83,13.960
84,14.107
85,14.254
86,14.401
87,14.548
88,14.695
89,14.842
90,14.989
91,15.137
92,15.284
93,15.431
94,15.578
95,15.725
96,15.872
97,16.019
98,16.166
99,16.313
100,16.460
101,16.608
102,16.755
103,16.902
104,17.049
105,17.196
106,17.343
107,17.491
108,17.638
109,17.785
110,17.932
111,18.080
112,18.227
113,18.374
114,18.521
115,18.668
116,18.815
117,18.962
118,19.109
119,19.256
120,19.403
121,19.550
122,19.697
123,19.844
124,19.991
125,20.138
126,20.285
127,20.432
128,20.579
129,20.727
130,20.874
131,21.020
132,21.168
133,21.315
134,21.462
135,21.609
136,21.756
137,21.903
138,22.050
139,22.197
140,22.344
141,22.492
142,22.639
143,22.786
144,22.933
145,23.080
146,23.227
147,23.374
148,23.521
149,23.668
150,23.815
151,23.962
152,24.110
153,24.257
154,24.404
155,24.551
156,24.698
157,24.845
158,24.992
159,25.139
160,25.286
161,25.433
162,25.580
163,25.727
164,25.875
165,26.022
166,26.169
167,26.316
168,26.463
169,26.610
170,26.757
171,26.904
172,27.051
173,27.198
174,27.345
175,27.492
176,27.639
177,27.786
178,27.933
179,28.080
180,28.227
181,28.374
182,28.521
183,28.669
184,28.816
185,28.963
186,29.110
187,29.257
188,29.404
189,29.550
190,29.697
191,29.844
192,29.992
193,30.139
194,30.286
195,30.433
196,30.580
197,30.727
198,30.874
199,31.021
200,31.168
201,31.315
202,31.462
203,31.610
204,31.757
205,31.903
206,32.050
207,32.197
