 ,Time(s)
1,0.011
2,1.011
3,2.012
4,2.304
5,2.451
6,2.598
7,2.745
8,2.892
9,3.038
10,3.185
11,3.332
12,3.479
13,3.626
14,3.773
15,3.920
16,4.067
17,4.214
18,4.361
19,4.507
20,4.654
21,4.801
22,4.948
23,5.095
24,5.242
25,5.389
26,5.536
27,5.683
28,5.830
29,5.977
30,6.124
31,6.271
32,6.418
33,6.565
34,6.712
35,6.859
36,7.007
37,7.154
38,7.301
39,7.447
40,7.594
41,7.741
42,7.888
43,8.035
44,8.182
45,8.329
46,8.476
47,8.623
48,8.769
49,8.916
50,9.063
51,9.210
52,9.357
53,9.504
54,9.651
55,9.798
56,9.983
57,10.130
58,10.277
59,10.424
60,10.571
61,10.719
62,10.865
63,11.013
64,11.159
65,11.307
66,11.454
67,11.601
68,11.748
69,11.895
70,12.042
71,12.189
72,12.336
73,12.483
74,12.630
75,12.777
76,12.924
77,13.071
78,13.218
79,13.365
80,13.512
81,13.659
82,13.806
83,13.952
84,14.099
85,14.246
86,14.393
87,14.540
88,14.687
89,14.834
90,14.981
91,15.128
92,15.274
93,15.422
94,15.569
95,15.716
96,15.863
97,16.010
98,16.157
99,16.304
100,16.451
101,16.598
102,16.745
103,16.892
104,17.039
105,17.185
106,17.332
107,17.479
108,17.626
109,17.773
110,17.920
111,18.067
112,18.214
113,18.361
114,18.508
115,18.655
116,18.802
117,18.949
118,19.096
119,19.243
120,19.390
121,19.537
122,19.684
123,19.831
124,19.977
125,20.124
126,20.271
127,20.418
128,20.565
129,20.712
130,20.859
131,21.006
132,21.154
133,21.301
134,21.448
135,21.595
136,21.741
137,21.888
138,22.035
139,22.182
140,22.329
141,22.476
142,22.623
143,22.770
144,22.917
145,23.064
146,23.210
147,23.358
148,23.504
149,23.651
150,23.799
151,23.945
152,24.092
153,24.240
154,24.387
155,24.534
156,24.681
157,24.828
158,24.975
159,25.122
160,25.269
161,25.416
162,25.563
163,25.709
164,25.856
165,26.003
166,26.150
167,26.297
168,26.444
169,26.591
170,26.738
171,26.885
172,27.032
173,27.179
174,27.326
175,27.473
176,27.620
177,27.767
178,27.914
179,28.061
180,28.208
181,28.355
182,28.502
183,28.649
184,28.796
185,28.943
186,29.090
187,29.237
188,29.384
189,29.531
190,29.678
191,29.825
192,29.972
193,30.119
194,30.265
195,30.412
196,30.559
197,30.706
198,30.853
199,31.000
200,31.147
201,31.294
202,31.441
203,31.588
204,31.735
205,31.882
206,32.029
207,32.176
